name,market,neighborhood,cuisine,price,address,zip,url
Heineken Riverdeck,New York City,,,$$$,89 South St,10038,https://jsheldon-afk.github.io/cold-call-hub-3/?r=heineken-riverdeck
WOW Karaoke,New York City,,,$$$,10 W 32nd St 4th Floor,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=wow-karaoke
Go Go Curry Times Square,New York City,,,$$,273 W 38th St,10018,https://jsheldon-afk.github.io/cold-call-hub-3/?r=go-go-curry-times-square
5 Bar Karaoke,New York City,,,$$$,38 W 32nd St 5th Floor,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=5-bar-karaoke
Lobby Lounge,Los Angeles,,,$$$,900 Wilshire Blvd,90017,https://jsheldon-afk.github.io/cold-call-hub-3/?r=lobby-lounge
Ray's Hometown Bar,New York City,,,$$,905 Lorimer St,11222,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ray-s-hometown-bar
Legacy Bar & Grill,New York City,,,$$$,4421 Broadway,10040,https://jsheldon-afk.github.io/cold-call-hub-3/?r=legacy-bar-and-grill
Bar at The Museum of Sex,New York City,,,$$$,1 E 27th St,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bar-at-the-museum-of-sex
George Bang Bang,New York City,,,$$,13 E 30th St 1st Floor,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=george-bang-bang
Dimes,New York City,Chinatown,American,$$,49 Canal St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=dimes
Cowgirl,New York City,West Village,,$$,519 Hudson St,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cowgirl
Takumen,New York City,Queens,Japanese,$$,5-50 50th Ave,11101,https://jsheldon-afk.github.io/cold-call-hub-3/?r=takumen
Hanoi House,New York City,East Village,Vietnamese,$$,119 St Marks Pl,10009,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hanoi-house
A Food Affair,Los Angeles,Pico Robertson,,$$,1515 S Robertson Blvd,90035,https://jsheldon-afk.github.io/cold-call-hub-3/?r=a-food-affair
Falansai,New York City,Bushwick,Vietnamese,$$,112 Harrison Pl,11237,https://jsheldon-afk.github.io/cold-call-hub-3/?r=falansai
Mediterraneo,New York City,Upper East Side,Italian; Mediterranean,$$,1260 2nd Avenue,10065,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mediterraneo
Delmonico's,New York City,FiDi,,$$$$,56 Beaver Street,10004,https://jsheldon-afk.github.io/cold-call-hub-3/?r=delmonico-s
Gossip,New York City,Hells Kitchen,American; Irish,$$,733 9th Avenue,10019,https://jsheldon-afk.github.io/cold-call-hub-3/?r=gossip
Liman,New York City,Windsor Terrace,Mediterranean; Turkish,$$$,2710 Emmons Ave,11235,https://jsheldon-afk.github.io/cold-call-hub-3/?r=liman
Reserve Cut,New York City,FiDi,American; Japanese,$$$$,40 Broad St,10004,https://jsheldon-afk.github.io/cold-call-hub-3/?r=reserve-cut
Finestra,New York City,Upper East Side,Italian,$$,1370 York Ave,10021,https://jsheldon-afk.github.io/cold-call-hub-3/?r=finestra
SOJU HAUS,New York City,Murray Hill,Korean,$$,315 5th Ave,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=soju-haus
Boutros,New York City,Brooklyn Heights,American; Mediterranean,$$,185 Atlantic Ave,11201,https://jsheldon-afk.github.io/cold-call-hub-3/?r=boutros
Capizzi - Hell's Kitchen,New York City,Midtown West,,$$,547 9th Avenue,10018,https://jsheldon-afk.github.io/cold-call-hub-3/?r=capizzi-hell-s-kitchen
Sabai,New York City,Gramercy/Flatiron,Thai,$$,432 Park Avenue South,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sabai
The Roger New York,New York City,Murray Hill,,?,131 Madison Ave,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-roger-new-york
Russian Samovar Restaurant and Piano Bar,New York City,Theatre/Times Sq.,Chinese; Russian,$$$,256 W 52nd St,10019,https://jsheldon-afk.github.io/cold-call-hub-3/?r=russian-samovar-restaurant-and-piano-bar
Paul & Jimmy's,New York City,Flatiron,Italian,$$,123 E 18th St,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=paul-and-jimmy-s
Chelsea Ristorante Italiano,New York City,Chelsea,Italian,$$,108 8th Ave,10011,https://jsheldon-afk.github.io/cold-call-hub-3/?r=chelsea-ristorante-italiano
Couleur Cafe,New York City,Park Slope,,$$,435 7th Ave,11215,https://jsheldon-afk.github.io/cold-call-hub-3/?r=couleur-cafe
Haile,New York City,East Village,,$$,182 Ave B,10009,https://jsheldon-afk.github.io/cold-call-hub-3/?r=haile
Dozzino,New York City,Hoboken,Italian,$$,534 Adams St,07030,https://jsheldon-afk.github.io/cold-call-hub-3/?r=dozzino
Pig Heaven,New York City,Upper East Side,Chinese; Mandarin; Szechuan,$$,1420 3rd Ave,10075,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pig-heaven
Tsushima,New York City,Gramercy Park and Murray Hill,,$$,210 E. 44th St.,10017,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tsushima
The Ambassador Grill And Lounge,New York City,Gramercy Park and Murray Hill,,$$$,1 United Nations Plaza,10017,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-ambassador-grill-and-lounge
Pings,New York City,Chinatown,,$$,22 Mott St,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pings
Mulligan's Pub,New York City,Gramercy Park and Murray Hill,American; Irish,$$,267 Madison Avenue,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mulligan-s-pub
Barnea Bistro,New York City,Midtown East,French; Isreali,$$$$,211 E 46th St,10017,https://jsheldon-afk.github.io/cold-call-hub-3/?r=barnea-bistro
Wicked Willy's,New York City,Greenwich Village,American,$$,149 Bleecker St,10012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=wicked-willy-s
Bombay Bistro - West Village,New York City,West Village,American; Indian,$$,31 Cornelia Street,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bombay-bistro-west-village
El Chivito D' Oro,New York City,Astoria,,$$,8402 37th Ave,11372,https://jsheldon-afk.github.io/cold-call-hub-3/?r=el-chivito-d-oro
The Ridgewood Ale House,New York City,Bushwick,American,$$,57-38 Myrtle Ave,11385,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-ridgewood-ale-house
Bubby's,New York City,Tribeca,American,$$,120 Hudson Street,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bubby-s
Nakaji,New York City,chinatown/bowery,Japanese,$$$$,48 Bowery,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nakaji
Chez Nick,New York City,New York City,American,$$,1737 York Ave,10128,https://jsheldon-afk.github.io/cold-call-hub-3/?r=chez-nick
Manny?s Bistro,New York City,Upper West Side,,$$$,225 Columbus Ave,10023,https://jsheldon-afk.github.io/cold-call-hub-3/?r=manny-s-bistro
Mishka SoHo Restaurant,New York City,SoHo,,$$,519 Broome Street,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mishka-soho-restaurant
Horus Cafe on A,New York City,Alphabet City,,$$,"293 E 10th St, New York, NY 10009",,https://jsheldon-afk.github.io/cold-call-hub-3/?r=horus-cafe-on-a
Tabernacle Steakhouse,New York City,Midtown,,?,315 West 36th Street,10018,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tabernacle-steakhouse
Little Rebel,New York City,East Village,American,$$,219 2nd Ave,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=little-rebel
Il Tavolo Di Palmisano,New York City,Hoboken,Italian,$$,700 CLINTON ST,07030,https://jsheldon-afk.github.io/cold-call-hub-3/?r=il-tavolo-di-palmisano
Taste From Everest,New York City,Midtown,,$$,102 LEXTINGON AVE,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=taste-from-everest
HUSO,New York City,Upper East Side,,$$$,1067 Madison Avenue,10028,https://jsheldon-afk.github.io/cold-call-hub-3/?r=huso
251 Ginza Sushi,New York City,Murray Hill,,$$,251 East 35th St,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=251-ginza-sushi
Wenwen,New York City,Greenpoint,,$$,1025 Manhattan Ave,11222,https://jsheldon-afk.github.io/cold-call-hub-3/?r=wenwen
Champers Social Club,New York City,SoHo,,$$,39 1/2 Crosby St,10012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=champers-social-club
Olle,New York City,Gramercy/Flatiron,,?,11 E 30th St,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=olle
Omakase Sushi by No Name,New York City,Lower East Side,,?,114 Eldridge St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=omakase-sushi-by-no-name
Meju,New York City,Queens,,$$$,5-28 49th Ave,11101,https://jsheldon-afk.github.io/cold-call-hub-3/?r=meju
Pacci's,Washington DC,Capitol Hill,,$$,106 13th St SE,20003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pacci-s
Libertine,New York City,West Village,,$$$,684 Greenwich St,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=libertine
Ribs USA,Los Angeles,Toluca Lake,,$$,2711 W Olive Ave,91505,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ribs-usa
King of Crabs,Los Angeles,Reseda,,$$,7610 Reseda Blvd,91335,https://jsheldon-afk.github.io/cold-call-hub-3/?r=king-of-crabs
Twenty Eight,Los Angeles,East Bluff,,$$$,19530 Jamboree Rd,92612,https://jsheldon-afk.github.io/cold-call-hub-3/?r=twenty-eight
Summer Buffalo,Los Angeles,Fairfax,,$$,7275 Melrose Ave,90046,https://jsheldon-afk.github.io/cold-call-hub-3/?r=summer-buffalo
Sushi Ran,Los Angeles,sausalito,,$$,10658 Riverside Dr,91602,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-ran
Anajak Thai,Los Angeles,Sherman Oaks,,$$,14704 Ventura Blvd,91403,https://jsheldon-afk.github.io/cold-call-hub-3/?r=anajak-thai
Lonzo's Restaurant,Los Angeles,Culver City,,$$,10804 Washington Blvd,90232,https://jsheldon-afk.github.io/cold-call-hub-3/?r=lonzo-s-restaurant
Kobawoo House,Los Angeles,Koreatown,,$$,698 S Vermont Ave,90005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kobawoo-house
The Corner Place,Los Angeles,Koreatown,,$$,2819 James M Wood Blvd,90006,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-corner-place
Hidden Garden Thai Cuisine,Los Angeles,Inglewood,,$$,4903 Sepulveda Blvd,90230,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hidden-garden-thai-cuisine
BAD Sushi,Los Angeles,Sawtelle,,$$,11617 Santa Monica Blvd,90025,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bad-sushi
VIVO Italian Kitchen,Los Angeles,Universal City,,$$,100 Universal City Plz,91608,https://jsheldon-afk.github.io/cold-call-hub-3/?r=vivo-italian-kitchen
SunCafe Organic,Los Angeles,Studio City,,$$,10820 Ventura Blvd,91604,https://jsheldon-afk.github.io/cold-call-hub-3/?r=suncafe-organic
Sushi Ai,Los Angeles,,,$$,1972 Hillhurst Ave,90027,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-ai
Arroyo Chop House,Los Angeles,,,$$$$,536 S Arroyo Pkwy,91105,https://jsheldon-afk.github.io/cold-call-hub-3/?r=arroyo-chop-house
George's Greek Grill,Los Angeles,LA,,?,8807 Santa Monica Blvd,90069,https://jsheldon-afk.github.io/cold-call-hub-3/?r=george-s-greek-grill
Hanu Korean BBQ,Los Angeles,,,?,2999 W 6th St,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hanu-korean-bbq
MELROSEPLACE,Los Angeles,Sunset Strip,,$$$$,8472 Melrose Pl,90069,https://jsheldon-afk.github.io/cold-call-hub-3/?r=melroseplace
Beale's Texas BBQ,Los Angeles,Huntington Beach,,$$,16400 Pacific Coast Hwy,92649,https://jsheldon-afk.github.io/cold-call-hub-3/?r=beale-s-texas-bbq
District,Los Angeles,,,$$,700 W 7th St,90017,https://jsheldon-afk.github.io/cold-call-hub-3/?r=district
The Kluckin Chicken,Los Angeles,,,?,5022 Melrose Ave,90038,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-kluckin-chicken
Santa Monica Brew Works,Los Angeles,Wilshire Montana,,$$,1920 Colorado Ave,90404,https://jsheldon-afk.github.io/cold-call-hub-3/?r=santa-monica-brew-works
Cafe O Hookah Lounge,Los Angeles,Grandview,,$$,270 E Magnolia Blvd,91502,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cafe-o-hookah-lounge
Bandera,Los Angeles,Huntington Beach,,$$,3201 CA-1,92625,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bandera
Oseyo Shabu Shabu,Los Angeles,,,$$,2879 E Colorado Blvd,91107,https://jsheldon-afk.github.io/cold-call-hub-3/?r=oseyo-shabu-shabu
Wallsé Next Door,New York City,West Village,,$$,713 Washington Street,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=walls-next-door
Untable,New York City,Cobble Hill,,$$$,529 Henry St,11231,https://jsheldon-afk.github.io/cold-call-hub-3/?r=untable
L'Apero,New York City,Brooklyn Heights,,$$$,115 Montague St,11201,https://jsheldon-afk.github.io/cold-call-hub-3/?r=l-apero
Tatsuda Omakase,New York City,Hell's Kitchen,,$$$,354 W 44th St,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tatsuda-omakase
Gator,New York City,Greenpoint,,$$,105 Norman Avenue,11222,https://jsheldon-afk.github.io/cold-call-hub-3/?r=gator
Quique Crudo,New York City,West Village,,?,27 Bedford Street,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=quique-crudo
SaiTong Thai,New York City,Midtown West,,$$,244 W 48th St,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=saitong-thai
Beefbar,New York City,Tribeca,,$$$,105 Hudson Street,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=beefbar
Kappo Sono,New York City,Union Square,,?,39 E 13th St 6th Floor,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kappo-sono
Eastwood,Los Angeles,West Adams,,$$,611 S Western Ave,90005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=eastwood
Apartment 5,New York City,Bowery,,?,157 Ludlow St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=apartment-5
Smithereens,New York City,East Village,,?,414 E 9th St,10009,https://jsheldon-afk.github.io/cold-call-hub-3/?r=smithereens
Catria Cucina,New York City,Hudson Yards,,?,461 W 34th St,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=catria-cucina
Nerina,New York City,Greenpoint,,$$$,35 Commercial St,11222,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nerina
Schmuck,New York City,East Village,,$$,97 1st Avenue,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=schmuck
Crevette,New York City,SoHo,,?,10 Downing St,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=crevette
Kansha,New York City,Upper East Side,,?,1312 Madison Ave,10128,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kansha
Yakuni,New York City,Midtown East,,?,226 East 53rd Street,10022,https://jsheldon-afk.github.io/cold-call-hub-3/?r=yakuni
Torizaku,New York City,New York,,?,282 Bleecker Street,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=torizaku
Prime No. 7,New York City,Astoria,,?,34-19 Steinway St,11101,https://jsheldon-afk.github.io/cold-call-hub-3/?r=prime-no-7
Good Days,New York City,Williamsburg,,?,91 South 6th Street,11249,https://jsheldon-afk.github.io/cold-call-hub-3/?r=good-days
TAL Korean Bistro,New York City,Koreatown,,?,"32 W 32nd St, Floor 3",10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tal-korean-bistro
Catzuneko Shokudo,New York City,Hell?s Kitchen,,?,518 9th Ave,10018,https://jsheldon-afk.github.io/cold-call-hub-3/?r=catzuneko-shokudo
Naxos,New York City,Williamsburg,,?,470 Driggs Avenue,11211,https://jsheldon-afk.github.io/cold-call-hub-3/?r=naxos
Casa CeCe,New York City,Garment District,,?,315 West 35th Street,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=casa-cece
Malka,New York City,Upper West Side,,$$$,161 W 72nd St,10023,https://jsheldon-afk.github.io/cold-call-hub-3/?r=malka
Shinpi Omakase,New York City,Murray Hill,,$$$$,121 Madison Ave #3,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=shinpi-omakase
SUSHI BAR TETSUYA,Los Angeles,Studio City,,$$$,11440 Ventura Blvd Ste 106,91604,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-bar-tetsuya
JUQI,New York City,Flushing,,$$$,133-36 37th Ave G17,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=juqi
Ming Xing BBQ,New York City,Flushing,,$$$,35-14 Farrington St,11354,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ming-xing-bbq
Anatoli 56 Greek Taverna,New York City,Midtown East,,$$,1066 2nd Ave,10022,https://jsheldon-afk.github.io/cold-call-hub-3/?r=anatoli-56-greek-taverna
Tengri Tagh Uyghur Cuisine,New York City,Midtown West,,$$,144 W 37th St,10018,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tengri-tagh-uyghur-cuisine
Mezcaluna,New York City,Astoria,,$$$,33-02 34th Ave,11106,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mezcaluna
SORA,New York City,Sunset Park,,$$$$,713 61st St,11220,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sora
Okatte Tanto NY,New York City,Midtown East,,$$$,249 E 49th St,10017,https://jsheldon-afk.github.io/cold-call-hub-3/?r=okatte-tanto-ny
Room 24k,New York City,Bed Stuy,,$$$$,10 Herkimer St,11216,https://jsheldon-afk.github.io/cold-call-hub-3/?r=room-24k
Shiso,New York City,East Village,,$$$,214 E 9th St,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=shiso
Slik,New York City,East Village,,?,437 E 12th St,10009,https://jsheldon-afk.github.io/cold-call-hub-3/?r=slik
Boni and Mott,New York City,Greenwich Village,,$$$,238 Mott St,10012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=boni-and-mott-2
The Stafford Room,New York City,Midtown West,,$$$,617 W 46th St 4th Floor,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-stafford-room
ZEN YAI Thai Noodles,Los Angeles,,,$$$,4008 W 3rd St,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=zen-yai-thai-noodles
Nonna Dora?s Tribeca,New York City,,,$$$,200 Church St,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nonna-dora-s-tribeca
K-pop Haus,New York City,,,$$,185 Greenwich St Unit Ll2465,10007,https://jsheldon-afk.github.io/cold-call-hub-3/?r=k-pop-haus
Sushi & Bento By Mr. Lim - Vanderbilt Market,New York City,,,$$,"Vanderbilt Market - Bars & Eateries, 230 Park Ave",10169,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-and-bento-by-mr-lim-vanderbilt-market
Cork & Slice Brooklyn,New York City,,,$$$,509 Avenue P,11230,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cork-and-slice-brooklyn
Giulietta,New York City,Midtown East,,?,"200 Park Ave, New York, NY 10166",10166,https://jsheldon-afk.github.io/cold-call-hub-3/?r=giulietta
Lielle,Los Angeles,Pico-Robertson,,?,"9575 W Pico Blvd, Los Angeles, CA 90035, United States",90035,https://jsheldon-afk.github.io/cold-call-hub-3/?r=lielle
The Eighth,New York City,Chelsea,,?,132 Seventh Avenue,10011,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-eighth
Blake's Tavern NYC,New York City,Theater District,,?,252 W 46th St,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=blake-s-tavern-nyc
Delos,New York City,Midtown / Theater District,,?,102 W 47th St,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=delos
Lily Pond,New York City,West Village,,?,183 W 10th St,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=lily-pond
Anb?,New York City,Lower East Side,,?,92 Ludlow St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=anb
Calaveras Social,New York City,Upper East Side,,?,240 E 75th St,10021,https://jsheldon-afk.github.io/cold-call-hub-3/?r=calaveras-social
Dahla,New York City,West Village / Chelsea,,?,202 West 14th Street,10011,https://jsheldon-afk.github.io/cold-call-hub-3/?r=dahla
Gnihton,New York City,East Village,,?,528 East 11th Street,10009,https://jsheldon-afk.github.io/cold-call-hub-3/?r=gnihton
Little Big,New York City,Lower East Side,,?,40 Clinton Street,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=little-big
Much Obliged,New York City,East Village (Alphabet City),,?,42 Avenue B,10009,https://jsheldon-afk.github.io/cold-call-hub-3/?r=much-obliged
Or'esh,New York City,SoHo,,?,450 West Broadway,10012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=or-esh
Seventy Seven Alley,New York City,Chinatown / Tribeca,,?,28 Cortlandt Alley,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=seventy-seven-alley
Skewr,New York City,Flatiron District,,?,34 E 23rd St,10010,https://jsheldon-afk.github.io/cold-call-hub-3/?r=skewr
SoZo Sip Bar + Omakase,New York City,East Village / NoHo,,?,319 Bowery,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sozo-sip-bar-omakase
Tacos La 36,New York City,Midtown South,,?,29 W 36th St,10018,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tacos-la-36
X-Golf Brooklyn,New York City,,,$$$,105 N 13th St,11249,https://jsheldon-afk.github.io/cold-call-hub-3/?r=x-golf-brooklyn
Miss Mazy's Amazin' Chicken,New York City,,,$$,550 W 54th St,10019,https://jsheldon-afk.github.io/cold-call-hub-3/?r=miss-mazy-s-amazin-chicken
Javan Restaurant,Los Angeles,,,$$$,11500 Santa Monica Blvd,90025,https://jsheldon-afk.github.io/cold-call-hub-3/?r=javan-restaurant
Arthur & Sons NY Italian Murray Hill,New York City,,,$$$,145 E 39th St,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=arthur-and-sons-ny-italian-murray-hill
Jazz Eclectic LA,Los Angeles,,,$$$,1541 Wilcox Ave,90028,https://jsheldon-afk.github.io/cold-call-hub-3/?r=jazz-eclectic-la
The Parkgate,New York City,,,$$$,182 W 4th St,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-parkgate
Mr B bar,New York City,,,$$,231 E 33rd St,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mr-b-bar
Garvey's Irish Pub,New York City,,,$$,206 W 41st St,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=garvey-s-irish-pub
BAR ao,New York City,,,$$$,249 E 49th St 2nd Floor,10017,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bar-ao
Vin Sur Vingt Bistro,New York City,,,$$$,230 E 51st St,10022,https://jsheldon-afk.github.io/cold-call-hub-3/?r=vin-sur-vingt-bistro
Vanguard Wine Bar (The Ansonia),New York City,,,$$$,"Vanguard Wine Bar, 230 W 74th St",10023,https://jsheldon-afk.github.io/cold-call-hub-3/?r=vanguard-wine-bar-the-ansonia
Plug Uglies,New York City,,,$$,295 3rd Ave,10010,https://jsheldon-afk.github.io/cold-call-hub-3/?r=plug-uglies
WAKAMBA BAR,New York City,,,$$$,543 8th Ave #401,10018,https://jsheldon-afk.github.io/cold-call-hub-3/?r=wakamba-bar
Playhouse,New York City,,,$$,100a 7th Ave S,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=playhouse
Bar Latino,Los Angeles,,,$$$,4675 Melrose Ave,90029,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bar-latino
The Canuck,New York City,,,$$,202 9th Ave,10011,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-canuck
Cowboy Tom's,New York City,,,$$,120 Orchard St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cowboy-tom-s
Fresh Kills Bar,New York City,,,$$$,161 Grand St,11249,https://jsheldon-afk.github.io/cold-call-hub-3/?r=fresh-kills-bar
Oppa's Crispy Chicken,New York City,,,$$,74 5th Ave,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=oppa-s-crispy-chicken
Talea Beer Co. West Village,New York City,,,$$,102 Christopher St,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=talea-beer-co-west-village
Bar 135,New York City,,,$$,135 Reade St,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bar-135
Judam NYC,New York City,Koreatown,,?,32 West 33rd Street,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=judam-nyc
Hotel Chantelle,New York City,Lower East Side,American,$$$,92 Ludlow Street,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hotel-chantelle
While We Were Young Kitchen & Cocktails,New York City,Greenwich Village,American,$$,183 W 10th St,10014,https://jsheldon-afk.github.io/cold-call-hub-3/?r=while-we-were-young-kitchen-and-cocktails
Blueprint,New York City,Park Slope,,$$,196 5th Ave,11217,https://jsheldon-afk.github.io/cold-call-hub-3/?r=blueprint
Off the Hook,New York City,Astoria,,$$,28-08 34th St,11103,https://jsheldon-afk.github.io/cold-call-hub-3/?r=off-the-hook
Upstate,New York City,East Village,,$$,95 1st Avenue,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=upstate
Tsion Cafe,New York City,Harlem,Ethiopian; Mediterranean,$$,763 St Nicholas Ave,10031,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tsion-cafe
Cellini,New York City,Midtown East,Italian,$$$,65 E 54th St,10022,https://jsheldon-afk.github.io/cold-call-hub-3/?r=cellini
La Chaumiere,Washington DC,Georgetown,,$$$,2813 M St NW,20007,https://jsheldon-afk.github.io/cold-call-hub-3/?r=la-chaumiere
Sfoglina Downtown,Washington DC,Mt Vernon Sq,,$$$,1099 New York Ave NW,20001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sfoglina-downtown
Marino Ristorante,Los Angeles,Hollywood,,$$,6001 Melrose Ave,90038,https://jsheldon-afk.github.io/cold-call-hub-3/?r=marino-ristorante
Pinch Chinese,New York City,SoHo,Chinese,$$,177 Prince St,10012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pinch-chinese
Prospect Bar and Grill,New York City,Park Slope,,$$,545 5th Ave,11215,https://jsheldon-afk.github.io/cold-call-hub-3/?r=prospect-bar-and-grill
Da Marino,New York City,Theatre District,Italian; Scicilian; Southern Italian; Tuscan,$$$,220 W 49th St,10019,https://jsheldon-afk.github.io/cold-call-hub-3/?r=da-marino
Ciccio,New York City,SoHo,Italian; Mediterranean; Tuscan,$$,190 6th Ave,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ciccio
Gnocco,New York City,East Village,,$$,337 East 10th Street,10009,https://jsheldon-afk.github.io/cold-call-hub-3/?r=gnocco
Don't Tell Mama NYC,New York City,Midtown West,American,$$,343 West 46th Street,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=don-t-tell-mama-nyc
Mar's,New York City,Astoria,American; Mediterranean,$$,34-21 34th Ave,11106,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mar-s
Ponte Vecchio,New York City,Bay Ridge,Italian,$$$,8810 4th Ave,11209,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ponte-vecchio
Gaonnuri,New York City,Midtown West,Korean,$$$,1250 Broadway,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=gaonnuri
Flora,New York City,Park Slope,,$$,1021 8th Ave,11215,https://jsheldon-afk.github.io/cold-call-hub-3/?r=flora
Elia,New York City,South Brooklyn,American; Greek; Mediterranean,$$$,8611 3rd Ave,11209,https://jsheldon-afk.github.io/cold-call-hub-3/?r=elia
