name,market,neighborhood,cuisine,price,address,zip,url
Tacos Los Desvelados Glendale,Los Angeles,Grandview,,$$,1402 W Kenneth Rd,91201,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tacos-los-desvelados-glendale
Bruno's Italian Restaurant,Los Angeles,Santa Monica,,$$,1652 Ocean Ave,90401,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bruno-s-italian-restaurant
Marufuku Ramen,Los Angeles,Lake Forest,,$$,8543 Irvine Center Dr,92618,https://jsheldon-afk.github.io/cold-call-hub-3/?r=marufuku-ramen
Strawberry Farms Golf Club,Los Angeles,Irvine,,$$,11 Strawberry Farms Rd,92612,https://jsheldon-afk.github.io/cold-call-hub-3/?r=strawberry-farms-golf-club
Phans55,Los Angeles,,,$$,8557 Irvine Center Dr,92618,https://jsheldon-afk.github.io/cold-call-hub-3/?r=phans55
Sebastiani's Italian Bistro,Los Angeles,,,$$,6078 Warner Ave,92647,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sebastiani-s-italian-bistro
Rose Tree Cottage,Los Angeles,,,$$,801 S Pasadena Ave,91105,https://jsheldon-afk.github.io/cold-call-hub-3/?r=rose-tree-cottage
Shinobu Japanese BBQ,Los Angeles,Midway City,,$$$,15202 Goldenwest St,92683,https://jsheldon-afk.github.io/cold-call-hub-3/?r=shinobu-japanese-bbq
Gwen,Los Angeles,,,$$$$,6600 W Sunset Blvd,90028,https://jsheldon-afk.github.io/cold-call-hub-3/?r=gwen
Toriya,New York City,Lower East Side,,$$,178 Stanton Street,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=toriya
Gyoza Bar,Los Angeles,Echo Park,,$$,1501 Sunset Blvd,90026,https://jsheldon-afk.github.io/cold-call-hub-3/?r=gyoza-bar
Charoen Krung,New York City,Midtown East,,$$,955 2nd Ave,10022,https://jsheldon-afk.github.io/cold-call-hub-3/?r=charoen-krung
María Mulata,New York City,Upper East Side,,$$,1007 Lexington Avenue,10021,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mar-a-mulata
La Shukran,Washington DC,Ivy City,,?,417 Morse Street NE,20002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=la-shukran
YELLOW Union Market,Washington DC,Union Market / NOMA,,$$,417 Morse St NE,20002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=yellow-union-market
Tapori,Washington DC,H Street Corridor,,$$$,600 H St NE Suite E,20002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tapori
Onigiri Tanakaya,New York City,East Village,,?,171 Third Ave,10003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=onigiri-tanakaya
Good Doughnuts & Cafe - Penn Quarter,Washington DC,Penn Quarter,,?,555 Pennsylvania Ave,20001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=good-doughnuts-and-cafe-penn-quarter
Sushi Gaku,Washington DC,Georgetown,,$$$,1338 Wisconsin Ave NW Basemen,20007,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sushi-gaku
Men & Beasts,Los Angeles,Echo Park,,$$,2100 W Sunset Blvd,90026,https://jsheldon-afk.github.io/cold-call-hub-3/?r=men-and-beasts
Teakwood Thai Chophouse,New York City,Tribeca,,?,345 Greenwich St,10013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=teakwood-thai-chophouse
Deda,Los Angeles,Pasadena,,?,55 S Lake Ave,91101,https://jsheldon-afk.github.io/cold-call-hub-3/?r=deda
Electric Bleu,Los Angeles,Mar Vista,,?,3523 S Centinela Ave,90066,https://jsheldon-afk.github.io/cold-call-hub-3/?r=electric-bleu
Oasis The Listening Bar,Washington DC,Arlington,,?,2940 Clarendon Blvd,22201,https://jsheldon-afk.github.io/cold-call-hub-3/?r=oasis-the-listening-bar
ALTO Fire to Table,Los Angeles,Studio City,,?,12969 Ventura Blvd,91604,https://jsheldon-afk.github.io/cold-call-hub-3/?r=alto-fire-to-table
Malbec Arts District,Los Angeles,Arts District,,?,899 Traction Ave,90013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=malbec-arts-district
Omakase Room By Tadayoshi,Washington DC,Downtown,,?,699 14th St NW,20005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=omakase-room-by-tadayoshi
Unidos Restaurant & Wine Bar,Los Angeles,Studio City,,?,11830 Ventura Blvd,91604,https://jsheldon-afk.github.io/cold-call-hub-3/?r=unidos-restaurant-and-wine-bar
Hojokban,Los Angeles,Arts District,,?,734 E 3rd St,90013,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hojokban
TAQ | Taqueria Restaurant & Bar,New York City,Tribeca,,$$,81 Warren St,10007,https://jsheldon-afk.github.io/cold-call-hub-3/?r=taq-taqueria-restaurant-and-bar
Kushiyu,Los Angeles,Encino,,$$$,18713-15 Ventura Blvd,91356,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kushiyu
Lucille's Smokehouse Bar-B-Que,Los Angeles,Culver City,,$$,6000 Sepulveda Blvd,90230,https://jsheldon-afk.github.io/cold-call-hub-3/?r=lucille-s-smokehouse-bar-b-que
Edge Bar,Los Angeles,East Bluff,,$$,900 Newport Center Dr,92660,https://jsheldon-afk.github.io/cold-call-hub-3/?r=edge-bar
YinTang Spicy Hot Pot,Los Angeles,Irvine,,$$,5408 Walnut Ave B,92618,https://jsheldon-afk.github.io/cold-call-hub-3/?r=yintang-spicy-hot-pot
Johnnie's New York Pizzeria,Los Angeles,Venice,,$$,2805 Abbot Kinney Blvd,90291,https://jsheldon-afk.github.io/cold-call-hub-3/?r=johnnie-s-new-york-pizzeria
Swagyu Burger Newport Beach,Los Angeles,Newport Beach,,$$,3305 Newport Blvd Ste E,92663,https://jsheldon-afk.github.io/cold-call-hub-3/?r=swagyu-burger-newport-beach
Mariscos Los Corales,Los Angeles,Fountain Valley,,$$,16361 Harbor Blvd,92708,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mariscos-los-corales
Northern Cafe Westpark,Los Angeles,Irvine,,$$,3831 B Alton Pkwy,92606,https://jsheldon-afk.github.io/cold-call-hub-3/?r=northern-cafe-westpark
Millennials,Los Angeles,Halecrest,,$$,1525 Mesa Verde Dr E #117,92626,https://jsheldon-afk.github.io/cold-call-hub-3/?r=millennials
La Hueca Ecuatoriana,New York City,Bushwick,,$$$,1443 Myrtle Ave,11237,https://jsheldon-afk.github.io/cold-call-hub-3/?r=la-hueca-ecuatoriana
MiRO Munchies,Los Angeles,Santa Ana,,$$,2509 S Broadway,92707,https://jsheldon-afk.github.io/cold-call-hub-3/?r=miro-munchies
Its Tofu,Los Angeles,Woodbury,,$$,4790 Irvine Blvd Suite 106,92620,https://jsheldon-afk.github.io/cold-call-hub-3/?r=its-tofu
Pigya,Los Angeles,Koreatown,,$$$,3400 W 8th St,90005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pigya
Godunk,New York City,NoHo / LES,,?,332 Bowery,10012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=godunk
Nogari,New York City,Lower East Side,,?,35 W 36th St,10018,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nogari
Regalade,Los Angeles,Beverly Grove,,?,8136 W 3rd St,90048,https://jsheldon-afk.github.io/cold-call-hub-3/?r=regalade
Tera NYC,New York City,Tribeca,,?,41 Essex St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tera-nyc
Bistrot Ha,New York City,Lower East Side,,?,137 Eldridge St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bistrot-ha
Folk,New York City,Park Slope,,?,689 6th Ave,11215,https://jsheldon-afk.github.io/cold-call-hub-3/?r=folk
Lalyn,New York City,Midtown,,?,237 W 35th St,10001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=lalyn
Spiga Ristorante,New York City,Upper East Side,,?,768 Lexington Ave,10065,https://jsheldon-afk.github.io/cold-call-hub-3/?r=spiga-ristorante
The Sparrow,New York City,Williamsburg,,?,185 Broadway,11211,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-sparrow
Elia's Casa Bianca,New York City,Midtown East,,?,398 E 52nd St,10022,https://jsheldon-afk.github.io/cold-call-hub-3/?r=elia-s-casa-bianca
Olive Garden Italian Restaurant,Los Angeles,Beverly Hills,,$$,4835 Venice Blvd.,90019,https://jsheldon-afk.github.io/cold-call-hub-3/?r=olive-garden-italian-restaurant
The Dive Oyster Bar,Los Angeles,Irvine,,$$$,510 Spectrum Center Dr,92618,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-dive-oyster-bar
Mee & Greet,Los Angeles,Culver City,,$$,9626 Venice Blvd.,90232,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mee-and-greet
Yoshiharu Ramen,Los Angeles,Santa Ana,,$$,3935 Portola Pkwy Ste 3935,92602,https://jsheldon-afk.github.io/cold-call-hub-3/?r=yoshiharu-ramen
Serafina Madison 38th (Midtown),New York City,Murray Hill,,$$$,241 Madison Ave,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=serafina-madison-38th-midtown
Jojo's Brick Oven Pizzeria,Washington DC,Penn Quarter,,$$,905 U St Nw,20001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=jojo-s-brick-oven-pizzeria
Mun Patio,Los Angeles,,,$$$,3511 W 6th St,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mun-patio
Gangnam Station Korean BBQ,Los Angeles,,,$$$,3785 Wilshire Blvd Unit 217,90010,https://jsheldon-afk.github.io/cold-call-hub-3/?r=gangnam-station-korean-bbq
Molo,Los Angeles,,,$$$,251 Shipyard Way,92663,https://jsheldon-afk.github.io/cold-call-hub-3/?r=molo
Farmer J,New York City,New York,,?,31 W 52nd St,10019,https://jsheldon-afk.github.io/cold-call-hub-3/?r=farmer-j
legancia,Washington DC,Union Market / NoMa,,?,1280 4th St NE,20002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=legancia
Katsumi,Washington DC,Logan Circle,,?,1520 14th St NW,20005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=katsumi
Maru San,Washington DC,Capitol Hill / Eastern Market,,?,325 7th Street SE,20003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=maru-san
Jolie & The Belle,Los Angeles,,,$$,300 Pacific Coast Hwy Suite 220,92648,https://jsheldon-afk.github.io/cold-call-hub-3/?r=jolie-and-the-belle
"2fifty Texas BBQ, K St.",Washington DC,,,$$,414 K St Nw,20001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=2fifty-texas-bbq-k-st
Chopsmith,Washington DC,,,$$,300 M St Ne,20002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=chopsmith
Peruvian Brothers at Amazon HQ2,Washington DC,,,$$,1450 S Eads St Suite 60,22202,https://jsheldon-afk.github.io/cold-call-hub-3/?r=peruvian-brothers-at-amazon-hq2
The Broadwater Plunge,Los Angeles,,,$$$,6324 Santa Monica Blvd,90038,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-broadwater-plunge
Billy Hicks Georgetown,Washington DC,,,$$,3277 M St Nw,20007,https://jsheldon-afk.github.io/cold-call-hub-3/?r=billy-hicks-georgetown
Mr Furley's 3rd St.,Los Angeles,,,$$,8445 W 3rd St,90048,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mr-furley-s-3rd-st
Beauty Champagne & Sugar Boutique,Washington DC,,,$$,"Entrance And Parking On, 576 23rd Street South, S Fern St",22202,https://jsheldon-afk.github.io/cold-call-hub-3/?r=beauty-champagne-and-sugar-boutique
Sid Gold's Request Room,Washington DC,,,$$,"Entrance In The Alley Between 4th And, 1262 5th St Ne",20002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sid-gold-s-request-room
The Cellar: A Wine Library,Los Angeles,,,$$$,26 E Colorado Blvd,91105,https://jsheldon-afk.github.io/cold-call-hub-3/?r=the-cellar-a-wine-library
Zest Sushi,New York City,LES,,$$,249 Broome St,10002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=zest-sushi
Nick's Pasadena,Los Angeles,Pasadena,,$$,336 S Lake Ave,91101,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nick-s-pasadena
Nanbankan,Los Angeles,Sawtelle,,$$,11330 Santa Monica Blvd,90025,https://jsheldon-afk.github.io/cold-call-hub-3/?r=nanbankan
Pace,Los Angeles,Mount Olympus,,$$$,2100 Laurel Canyon Blvd,90046,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pace
New Suki Ichiro Sushi,New York City,Upper East Side,,$$,1694 2nd Avenue,10128,https://jsheldon-afk.github.io/cold-call-hub-3/?r=new-suki-ichiro-sushi
Isle of Capri,New York City,Upper East Side,,$$,1028 3 Avenue,10065,https://jsheldon-afk.github.io/cold-call-hub-3/?r=isle-of-capri
HinoMaru Ramen,New York City,Astoria,,$$,33-18 Ditmars Blvd,11105,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hinomaru-ramen
Let's Meat,New York City,Murray Hill,Korean,$$,307 5th Ave,10016,https://jsheldon-afk.github.io/cold-call-hub-3/?r=let-s-meat
Sami's Kabab House,New York City,Astoria,,$$,35-57 Crescent St,11106,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sami-s-kabab-house
Gennaro,New York City,Upper West Side,,$$,665 Amsterdam Ave,10025,https://jsheldon-afk.github.io/cold-call-hub-3/?r=gennaro
Le Petit Cafe,New York City,Northwest Brooklyn,,$$,502 Court St,11231,https://jsheldon-afk.github.io/cold-call-hub-3/?r=le-petit-cafe
La Dinastia,New York City,Columbus Circle,,$$,145 W 72nd St,10023,https://jsheldon-afk.github.io/cold-call-hub-3/?r=la-dinastia
St. Pat's Bar & Grill,New York City,Bryant Park,,$$,22 W 46th St,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=st-pat-s-bar-and-grill
Raku It's Japanese II,New York City,Columbus Circle,,$$,57 W 76th St,10023,https://jsheldon-afk.github.io/cold-call-hub-3/?r=raku-it-s-japanese-ii
Bistro Italiano,Washington DC,Capitol Hill,,$$,320 D St NE,20002,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bistro-italiano
Tulcingo Del Valle,New York City,Hell's Kitchen,,$$,665 10TH AVE,10036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tulcingo-del-valle
T.J Asian Bistro,New York City,Sunnyside,,$$,5019 SKILLMAN AVE,11377,https://jsheldon-afk.github.io/cold-call-hub-3/?r=t-j-asian-bistro
Flor De Sol,New York City,Astoria,,$$,3809 36TH AVE,11101,https://jsheldon-afk.github.io/cold-call-hub-3/?r=flor-de-sol
Ida'S Nearabout,New York City,Sunnyside,,$$,43-13 QUEENS BLVD,11104,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ida-s-nearabout
China Star Restaurant,New York City,Elmhurst,,?,9053 CORONA AVE,11373,https://jsheldon-afk.github.io/cold-call-hub-3/?r=china-star-restaurant
Eyval,New York City,East Williamsburg,,$$$,25 Bogart St,11206,https://jsheldon-afk.github.io/cold-call-hub-3/?r=eyval
Curry In Handi,New York City,Bushwick,,$$,443 Bushwick Ave,11206,https://jsheldon-afk.github.io/cold-call-hub-3/?r=curry-in-handi
Benny John's Bar and Grill,New York City,Midtown East,,$$$,"8 E 48th St, New York, NY 10017, United States",10017,https://jsheldon-afk.github.io/cold-call-hub-3/?r=benny-john-s-bar-and-grill
Gogi Yogi,Washington DC,Shaw,,$$,1921 8th St NW,20001,https://jsheldon-afk.github.io/cold-call-hub-3/?r=gogi-yogi
Mr. Henry's Restaurant,Washington DC,Capitol Hill,,$$,601 Pennsylvania Ave SE,20003,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mr-henry-s-restaurant
Yuraku,Washington DC,North Rosslyn,,$$,1850 Fort Myer Dr,22209,https://jsheldon-afk.github.io/cold-call-hub-3/?r=yuraku
Appas Pizza,New York City,East Village,,$$,210 1st Ave,10009,https://jsheldon-afk.github.io/cold-call-hub-3/?r=appas-pizza
BCD Tofu House,Los Angeles,Koreatown,,$$,3575 Wilshire Blvd,90010,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bcd-tofu-house
Tempura Endo,Los Angeles,The Flats,,$$$$,9777 Santa Monica Blvd,90210,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tempura-endo
Elbow Room,Los Angeles,Hollywood,,$$,1634 N Cahuenga Blvd,90028,https://jsheldon-afk.github.io/cold-call-hub-3/?r=elbow-room
Mian Sichuan Gourmet Noodles,Los Angeles,,,$$,3333 Bristol St,92626,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mian-sichuan-gourmet-noodles
Taiko,Los Angeles,,,$$,11677 San Vicente Blvd,90049,https://jsheldon-afk.github.io/cold-call-hub-3/?r=taiko
Bello by Sandro Nardone,Los Angeles,East Bluff,,$$$,1200 Bison Ave,92660,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bello-by-sandro-nardone
San Shi Go Newport Beach,Los Angeles,Balboa Peninsula,,$$,205 Main St,92661,https://jsheldon-afk.github.io/cold-call-hub-3/?r=san-shi-go-newport-beach
King Chang - LA,Los Angeles,Koreatown,,$$$,3732 W 6th St,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=king-chang-la
Louders,Los Angeles,Wilshire Center,,$$,3470 W 6th St,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=louders
EK Valley,Los Angeles,,,$$,6121 Washington Blvd,90232,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ek-valley
Aliki's Greek Taverna,Los Angeles,Inglewood,,$$,5862 Arbor Vitae St,90045,https://jsheldon-afk.github.io/cold-call-hub-3/?r=aliki-s-greek-taverna
Casa Fina,Los Angeles,Arts District,,$$,1842 E 1st St,90033,https://jsheldon-afk.github.io/cold-call-hub-3/?r=casa-fina
Good Day Thai Kitchen and Cafe,Los Angeles,,,$$,10428 National Blvd,90034,https://jsheldon-afk.github.io/cold-call-hub-3/?r=good-day-thai-kitchen-and-cafe
Haemaru,Los Angeles,Koreatown,,$$,3498 W 8th St,90005,https://jsheldon-afk.github.io/cold-call-hub-3/?r=haemaru
Circle Hook Fish Company,Los Angeles,,,$$,3432 Via Oporto,92663,https://jsheldon-afk.github.io/cold-call-hub-3/?r=circle-hook-fish-company
Hodori,Los Angeles,Koreatown,,$$,1001 S Vermont Ave,90006,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hodori
A-Won Japanese Restaurant,Los Angeles,,,$$,913 S Vermont Ave,90006,https://jsheldon-afk.github.io/cold-call-hub-3/?r=a-won-japanese-restaurant
Thai by Trio,Los Angeles,West Adams,,$$,2700 S Figueroa St,90007,https://jsheldon-afk.github.io/cold-call-hub-3/?r=thai-by-trio
Young King,Los Angeles,Koreatown,,$$,3100 W Olympic Blvd,90006,https://jsheldon-afk.github.io/cold-call-hub-3/?r=young-king
Trattoria Del Sole,Los Angeles,,,$$,14228 Ventura Blvd,91423,https://jsheldon-afk.github.io/cold-call-hub-3/?r=trattoria-del-sole
Ramen Yamadaya,Los Angeles,,,$$,137 Japanese Village Plaza Mall,90012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=ramen-yamadaya
Boardner's,Los Angeles,Glendale,,$$,1652 N Cherokee Ave,90028,https://jsheldon-afk.github.io/cold-call-hub-3/?r=boardner-s
India's Clay Pit,Los Angeles,North Hollywood,,$$,5667 Lankershim Blvd,91601,https://jsheldon-afk.github.io/cold-call-hub-3/?r=india-s-clay-pit
Irori Sushi,Los Angeles,Marina Del Rey,,$$,4371 Glencoe Ave,90292,https://jsheldon-afk.github.io/cold-call-hub-3/?r=irori-sushi
Yamato,New York City,Park Slope,,$$,168 7th Ave,11215,https://jsheldon-afk.github.io/cold-call-hub-3/?r=yamato
Bacchus Bar and Bistro,Los Angeles,,,$$,6735 Quail Hill Pkwy,92603,https://jsheldon-afk.github.io/cold-call-hub-3/?r=bacchus-bar-and-bistro
California Kabob Kitchen,Los Angeles,Fashion District,,$$,141 W 11th St,90015,https://jsheldon-afk.github.io/cold-call-hub-3/?r=california-kabob-kitchen
Hop Li Seafood Restaurant,Los Angeles,West Los Angeles,,$$,10974 W Pico Blvd,90064,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hop-li-seafood-restaurant
Asal Bakery And Kabob,Los Angeles,Woodland Hills,,$$,20008 Ventura Blvd,91364,https://jsheldon-afk.github.io/cold-call-hub-3/?r=asal-bakery-and-kabob
Kopan Ramen,Los Angeles,,,$$,245 E Colorado Blvd,91101,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kopan-ramen
Genwa,Los Angeles,Beverly Hills,,$$$,170 N La Cienega Blvd,90211,https://jsheldon-afk.github.io/cold-call-hub-3/?r=genwa
Palmeri Ristorante,Los Angeles,Brentwood,,$$$,11650 San Vicente Blvd,90049,https://jsheldon-afk.github.io/cold-call-hub-3/?r=palmeri-ristorante
Six Alley,Los Angeles,,,$$,2 Hutton Centre Dr,92707,https://jsheldon-afk.github.io/cold-call-hub-3/?r=six-alley
Daichan,Los Angeles,Glendale,,$$,11288 Ventura Blvd,91604,https://jsheldon-afk.github.io/cold-call-hub-3/?r=daichan
Hello Fish,Los Angeles,West Hollywood,,$$$,414 S Western Ave,90020,https://jsheldon-afk.github.io/cold-call-hub-3/?r=hello-fish
Mr. T,Los Angeles,Hollywood,,$$$,953 N Sycamore Ave,90038,https://jsheldon-afk.github.io/cold-call-hub-3/?r=mr-t
Pinocchio's Pizza,Los Angeles,,,$$,1449 N Lake Ave,91104,https://jsheldon-afk.github.io/cold-call-hub-3/?r=pinocchio-s-pizza
Guelaguetza Restaurant,Los Angeles,Koreatown,,$$,3014 W Olympic Blvd,90006,https://jsheldon-afk.github.io/cold-call-hub-3/?r=guelaguetza-restaurant
Lasita,Los Angeles,Chinatown,,$$,727 N Broadway,90012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=lasita
Sakana,Los Angeles,Montrose Verdugo,,$$,2383 Foothill Blvd,91011,https://jsheldon-afk.github.io/cold-call-hub-3/?r=sakana
Tacos De Canasta LA SALSA,Los Angeles,Arts District,,$$,1285 Maple Ave,90015,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tacos-de-canasta-la-salsa
C&O Trattoria,Los Angeles,,,$$,3016 Washington Blvd,90292,https://jsheldon-afk.github.io/cold-call-hub-3/?r=c-and-o-trattoria
C & O Cucina,Los Angeles,,,$$,3016 Washington Blvd,90292,https://jsheldon-afk.github.io/cold-call-hub-3/?r=c-and-o-cucina
Northern Cafe,Los Angeles,,,$$,10965 Weyburn Ave,90024,https://jsheldon-afk.github.io/cold-call-hub-3/?r=northern-cafe
Market Cafe at Westwood Gateway,Los Angeles,,,$$,11150 Santa Monica Blvd,90025,https://jsheldon-afk.github.io/cold-call-hub-3/?r=market-cafe-at-westwood-gateway
Tom Bergin's,Los Angeles,Little Ethiopia,,$$,840 S Fairfax Ave,90036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=tom-bergin-s
Monsieur Marcel,Los Angeles,Beverly Hills,,$$,6333 W 3rd St,90036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=monsieur-marcel
Vui Ve,Los Angeles,,,$$,319 E 2nd St,90012,https://jsheldon-afk.github.io/cold-call-hub-3/?r=vui-ve
Open Sesame,Los Angeles,,,$$,7458 Beverly Blvd,90036,https://jsheldon-afk.github.io/cold-call-hub-3/?r=open-sesame
Busby's West,Los Angeles,Santa Monica,,$$,3110 Santa Monica Blvd,90404,https://jsheldon-afk.github.io/cold-call-hub-3/?r=busby-s-west
Kafe K,Los Angeles,Santa Monica,,$$,2209 Main St,90405,https://jsheldon-afk.github.io/cold-call-hub-3/?r=kafe-k
Oak & Coal,Los Angeles,Downtown,,$$,333 E 17th St,92627,https://jsheldon-afk.github.io/cold-call-hub-3/?r=oak-and-coal
XO Cafe,Los Angeles,,,$$,6316 San Fernando Rd,91201,https://jsheldon-afk.github.io/cold-call-hub-3/?r=xo-cafe
Vegas Seafood Buffet,Los Angeles,Glendale,,$$,110 S Brand Blvd,91204,https://jsheldon-afk.github.io/cold-call-hub-3/?r=vegas-seafood-buffet
